producer_muni,producer_industry,producer_cell,flow,value
810,s17,r810_s17,Producer product taxes paid,15273682.28817844
810,s18,r810_s18,Producer product taxes paid,6003471.4854591815
810,s19,r810_s19,Producer product taxes paid,24206649.299498588
810,s20,r810_s20,Producer product taxes paid,899044.8003113358
810,s21,r810_s21,Producer product taxes paid,195544.59043893285
810,s24,r810_s24,Producer product taxes paid,67879545.7829828
810,s26,r810_s26,Producer product taxes paid,21927908.439137746
810,s27,r810_s27,Producer product taxes paid,18652180.52140402
810,s77,r810_s77,Producer product taxes paid,6317805.174479633
810,s88,r810_s88,Producer product taxes paid,21533625.04331314
810,s99,r810_s99,Producer product taxes paid,9114321.51143057
810,s01,r810_s01,Producer sales to capital accumulation cell,101270.94729678618
810,s02,r810_s02,Producer sales to capital accumulation cell,2002511.0480936908
810,s03,r810_s03,Producer sales to capital accumulation cell,6654489.114228911
810,s04,r810_s04,Producer sales to capital accumulation cell,11556480.292885192
810,s05,r810_s05,Producer sales to capital accumulation cell,26020255.10767394
810,s06,r810_s06,Producer sales to capital accumulation cell,321407.90989417426
810,s07,r810_s07,Producer sales to capital accumulation cell,0.0
810,s08,r810_s08,Producer sales to capital accumulation cell,17755430.171630602
810,s09,r810_s09,Producer sales to capital accumulation cell,1694658.4887336046
810,s10,r810_s10,Producer sales to capital accumulation cell,535959.5610329346
810,s11,r810_s11,Producer sales to capital accumulation cell,3628732.368506201
810,s12,r810_s12,Producer sales to capital accumulation cell,647740508.4615271
810,s13,r810_s13,Producer sales to capital accumulation cell,12397301.508351598
810,s14,r810_s14,Producer sales to capital accumulation cell,842339.2723748804
810,s15,r810_s15,Producer sales to capital accumulation cell,197071605.398778
810,s16,r810_s16,Producer sales to capital accumulation cell,56644438.98405799
810,s17,r810_s17,Producer sales to capital accumulation cell,23194323.263134457
810,s18,r810_s18,Producer sales to capital accumulation cell,3284413.9023744813
810,s19,r810_s19,Producer sales to capital accumulation cell,11190496.156555586
810,s20,r810_s20,Producer sales to capital accumulation cell,66176788.24813861
810,s21,r810_s21,Producer sales to capital accumulation cell,76258.3675517162
810,s24,r810_s24,Producer sales to capital accumulation cell,8459985.83896378
810,s26,r810_s26,Producer sales to capital accumulation cell,568005.4703405838
810,s27,r810_s27,Producer sales to capital accumulation cell,6715533.264382321
810,s77,r810_s77,Producer sales to capital accumulation cell,78496.01555968933
810,s88,r810_s88,Producer sales to capital accumulation cell,0.0
810,s99,r810_s99,Producer sales to capital accumulation cell,113241.52820502144
810,s01,r810_s01,Producer sales to government,3742.801025390625
810,s02,r810_s02,Producer sales to government,23123692.0
810,s03,r810_s03,Producer sales to government,2557109.7500000005
810,s04,r810_s04,Producer sales to government,114280568.0
810,s05,r810_s05,Producer sales to government,521932.0625
810,s06,r810_s06,Producer sales to government,0.0
810,s07,r810_s07,Producer sales to government,0.0
810,s08,r810_s08,Producer sales to government,1049.2775878906252
810,s09,r810_s09,Producer sales to government,159.99066162109378
810,s10,r810_s10,Producer sales to government,0.0
810,s11,r810_s11,Producer sales to government,1212372.0
810,s12,r810_s12,Producer sales to government,25035928.0
810,s13,r810_s13,Producer sales to government,674836.3750000001
810,s14,r810_s14,Producer sales to government,49493692.0
810,s15,r810_s15,Producer sales to government,2031830.5
810,s16,r810_s16,Producer sales to government,3087227.0
810,s17,r810_s17,Producer sales to government,3518494.5
810,s18,r810_s18,Producer sales to government,181426112.0
810,s19,r810_s19,Producer sales to government,1846656.625
810,s20,r810_s20,Producer sales to government,2427151.4999999995
810,s21,r810_s21,Producer sales to government,461619.75
810,s24,r810_s24,Producer sales to government,1221989760.0
810,s26,r810_s26,Producer sales to government,567657728.0
810,s27,r810_s27,Producer sales to government,298930624.0
810,s77,r810_s77,Producer sales to government,0.0
810,s88,r810_s88,Producer sales to government,0.0
810,s99,r810_s99,Producer sales to government,0.0
813,s01,r813_s01,Producer dividends paid,4422080.8941811
813,s02,r813_s02,Producer dividends paid,2901221.133369266
813,s03,r813_s03,Producer dividends paid,20550789.843935907
813,s04,r813_s04,Producer dividends paid,12509170.062995346
813,s05,r813_s05,Producer dividends paid,9860435.207455715
813,s06,r813_s06,Producer dividends paid,15619723.32463638
813,s07,r813_s07,Producer dividends paid,19349.470482008503
813,s08,r813_s08,Producer dividends paid,1573366.891231533
813,s09,r813_s09,Producer dividends paid,1071247.792664329
813,s10,r813_s10,Producer dividends paid,11381696.250874173
813,s11,r813_s11,Producer dividends paid,13247602.11770679
813,s12,r813_s12,Producer dividends paid,33446168.786572304
813,s13,r813_s13,Producer dividends paid,1543955.7339032728
813,s14,r813_s14,Producer dividends paid,8640.793975103239
813,s15,r813_s15,Producer dividends paid,103581945.93069974
813,s16,r813_s16,Producer dividends paid,21022616.965809107
813,s17,r813_s17,Producer dividends paid,16552416.709551727
813,s18,r813_s18,Producer dividends paid,0.0
813,s19,r813_s19,Producer dividends paid,13326769.227149662
813,s20,r813_s20,Producer dividends paid,3131259.697034032
813,s21,r813_s21,Producer dividends paid,8072238.663155711
813,s24,r813_s24,Producer dividends paid,65660.91260797126
813,s26,r813_s26,Producer dividends paid,2962955.630099345
813,s27,r813_s27,Producer dividends paid,14456645.405501796
813,s77,r813_s77,Producer dividends paid,0.0
813,s88,r813_s88,Producer dividends paid,0.0
813,s99,r813_s99,Producer dividends paid,0.0
813,s01,r813_s01,Producer exports,133106784.0
813,s02,r813_s02,Producer exports,130564496.0
813,s03,r813_s03,Producer exports,173929471.99999997
813,s04,r813_s04,Producer exports,438889408.0
813,s05,r813_s05,Producer exports,182169315.3332897
813,s06,r813_s06,Producer exports,399540864.00000006
813,s07,r813_s07,Producer exports,1396106.4999999998
813,s08,r813_s08,Producer exports,29688980.0
813,s09,r813_s09,Producer exports,6704976.000000001
813,s10,r813_s10,Producer exports,6451415.5
813,s11,r813_s11,Producer exports,504759040.0
813,s12,r813_s12,Producer exports,750847680.0
813,s13,r813_s13,Producer exports,92972064.0
813,s14,r813_s14,Producer exports,6102843.499999999
813,s15,r813_s15,Producer exports,5958504959.999999
813,s16,r813_s16,Producer exports,844859264.0
813,s17,r813_s17,Producer exports,50089040.0
813,s18,r813_s18,Producer exports,12283291.0
813,s19,r813_s19,Producer exports,657358464.0000001
813,s20,r813_s20,Producer exports,66326879.99999999
813,s21,r813_s21,Producer exports,301927078.2527103
813,s24,r813_s24,Producer exports,7047436.0
813,s26,r813_s26,Producer exports,1912996.625
813,s27,r813_s27,Producer exports,8105371.5
813,s77,r813_s77,Producer exports,0.0
813,s88,r813_s88,Producer exports,0.0
813,s99,r813_s99,Producer exports,0.0
813,s01,r813_s01,Producer imports,91772263.99999996
813,s02,r813_s02,Producer imports,162298896.0
813,s03,r813_s03,Producer imports,386844192.00000006
813,s04,r813_s04,Producer imports,469669664.0000002
813,s05,r813_s05,Producer imports,648572464.2193667
813,s06,r813_s06,Producer imports,279068672.0
813,s07,r813_s07,Producer imports,538684.8125
813,s08,r813_s08,Producer imports,10290953.0
813,s09,r813_s09,Producer imports,3177718.7499999995
813,s10,r813_s10,Producer imports,27037488.0
813,s11,r813_s11,Producer imports,1239407232.0
813,s12,r813_s12,Producer imports,963622144.0000002
813,s13,r813_s13,Producer imports,37095656.00000002
813,s14,r813_s14,Producer imports,29021656.000000007
813,s15,r813_s15,Producer imports,3118667007.9999995
813,s16,r813_s16,Producer imports,244643280.0
813,s17,r813_s17,Producer imports,30367952.0
813,s18,r813_s18,Producer imports,15316964.0
813,s19,r813_s19,Producer imports,200971679.99999997
813,s20,r813_s20,Producer imports,77150864.0
813,s21,r813_s21,Producer imports,257469820.68059972
813,s24,r813_s24,Producer imports,102155936.00000007
813,s26,r813_s26,Producer imports,28532200.0
813,s27,r813_s27,Producer imports,214743680.0000001
813,s77,r813_s77,Producer imports,267788.5625000001
813,s88,r813_s88,Producer imports,639390.8124999994
813,s99,r813_s99,Producer imports,752489.3750000001
813,s01,r813_s01,Producer product taxes paid,15186100.602748124
813,s02,r813_s02,Producer product taxes paid,12404885.580338577
813,s03,r813_s03,Producer product taxes paid,4045624.591142659
813,s04,r813_s04,Producer product taxes paid,42501775.73521236
813,s05,r813_s05,Producer product taxes paid,22669959.610805124
813,s06,r813_s06,Producer product taxes paid,8440763.336203437
813,s07,r813_s07,Producer product taxes paid,93067.53816452315
813,s08,r813_s08,Producer product taxes paid,101531.35024684864
813,s09,r813_s09,Producer product taxes paid,75573.18675423934
813,s10,r813_s10,Producer product taxes paid,1849483.608235436
813,s11,r813_s11,Producer product taxes paid,30403615.65707406
813,s12,r813_s12,Producer product taxes paid,29173048.12167877
813,s13,r813_s13,Producer product taxes paid,2159140.417754448
813,s14,r813_s14,Producer product taxes paid,5036575.722226206
813,s15,r813_s15,Producer product taxes paid,45251580.86811048
813,s16,r813_s16,Producer product taxes paid,10500374.634054706
813,s17,r813_s17,Producer product taxes paid,50430080.7597209
813,s18,r813_s18,Producer product taxes paid,10263434.924543696
813,s19,r813_s19,Producer product taxes paid,28253120.497671828
813,s20,r813_s20,Producer product taxes paid,2914006.385056124
813,s21,r813_s21,Producer product taxes paid,1864452.1859706156
813,s24,r813_s24,Producer product taxes paid,87294193.27773368
813,s26,r813_s26,Producer product taxes paid,34443988.2122629
813,s27,r813_s27,Producer product taxes paid,147651958.2820979
813,s77,r813_s77,Producer product taxes paid,8266319.816355051
813,s88,r813_s88,Producer product taxes paid,40414263.46042366
813,s99,r813_s99,Producer product taxes paid,23228467.201431267
813,s01,r813_s01,Producer sales to capital accumulation cell,610503.8138045748
813,s02,r813_s02,Producer sales to capital accumulation cell,17901926.46955879
813,s03,r813_s03,Producer sales to capital accumulation cell,17222387.314026807
813,s04,r813_s04,Producer sales to capital accumulation cell,99444433.5557142
813,s05,r813_s05,Producer sales to capital accumulation cell,75410922.45439783
813,s06,r813_s06,Producer sales to capital accumulation cell,25114265.4955264
813,s07,r813_s07,Producer sales to capital accumulation cell,36294.42881514137
813,s08,r813_s08,Producer sales to capital accumulation cell,2317569.990307316
813,s09,r813_s09,Producer sales to capital accumulation cell,3055606.7324546347
813,s10,r813_s10,Producer sales to capital accumulation cell,280512.2241012629
813,s11,r813_s11,Producer sales to capital accumulation cell,67587828.92579073
813,s12,r813_s12,Producer sales to capital accumulation cell,1711498181.08882
813,s13,r813_s13,Producer sales to capital accumulation cell,16279155.585148532
813,s14,r813_s14,Producer sales to capital accumulation cell,1414992.288096957
813,s15,r813_s15,Producer sales to capital accumulation cell,571029427.4523102
813,s16,r813_s16,Producer sales to capital accumulation cell,128592499.4746169
813,s17,r813_s17,Producer sales to capital accumulation cell,59053190.52146597
813,s18,r813_s18,Producer sales to capital accumulation cell,5233073.7247904455
813,s19,r813_s19,Producer sales to capital accumulation cell,11932194.237126574
813,s20,r813_s20,Producer sales to capital accumulation cell,214493833.94547087
813,s21,r813_s21,Producer sales to capital accumulation cell,781348.4970248735
813,s24,r813_s24,Producer sales to capital accumulation cell,7850908.582404706
813,s26,r813_s26,Producer sales to capital accumulation cell,35799000.1399755
813,s27,r813_s27,Producer sales to capital accumulation cell,27900857.23155106
813,s77,r813_s77,Producer sales to capital accumulation cell,102705.47326293388
813,s88,r813_s88,Producer sales to capital accumulation cell,0.0
813,s99,r813_s99,Producer sales to capital accumulation cell,288603.7182232896
813,s01,r813_s01,Producer sales to government,22563.17578125
813,s02,r813_s02,Producer sales to government,105700976.0
813,s03,r813_s03,Producer sales to government,6618019.0
813,s04,r813_s04,Producer sales to government,149037504.0
813,s05,r813_s05,Producer sales to government,13323440.999999998
813,s06,r813_s06,Producer sales to government,5378121.999999999
813,s07,r813_s07,Producer sales to government,219703.421875
813,s08,r813_s08,Producer sales to government,81311.9140625
813,s09,r813_s09,Producer sales to government,273.7239074707031
813,s10,r813_s10,Producer sales to government,0.0
813,s11,r813_s11,Producer sales to government,4034982.250000001
813,s12,r813_s12,Producer sales to government,64325408.0
813,s13,r813_s13,Producer sales to government,1686395.875
813,s14,r813_s14,Producer sales to government,94669632.0
813,s15,r813_s15,Producer sales to government,7075674.0
813,s16,r813_s16,Producer sales to government,6279481.5
813,s17,r813_s17,Producer sales to government,12590869.999999998
813,s18,r813_s18,Producer sales to government,140223664.0
813,s19,r813_s19,Producer sales to government,7693774.0
813,s20,r813_s20,Producer sales to government,7866943.0
813,s21,r813_s21,Producer sales to government,3566926.75
813,s24,r813_s24,Producer sales to government,1691704064.0
813,s26,r813_s26,Producer sales to government,846283008.0
813,s27,r813_s27,Producer sales to government,2179023616.0000005
813,s77,r813_s77,Producer sales to government,0.0
813,s88,r813_s88,Producer sales to government,0.0
813,s99,r813_s99,Producer sales to government,0.0
820,s01,r820_s01,Producer dividends paid,427233.62379549537
820,s02,r820_s02,Producer dividends paid,12334.118345858653
820,s03,r820_s03,Producer dividends paid,10491506.687315345
820,s04,r820_s04,Producer dividends paid,1365728.4218594856
820,s05,r820_s05,Producer dividends paid,4775404.048841584
820,s06,r820_s06,Producer dividends paid,4016481.285828757
820,s07,r820_s07,Producer dividends paid,0.0
820,s08,r820_s08,Producer dividends paid,0.0
820,s09,r820_s09,Producer dividends paid,1556381.1549228958
820,s10,r820_s10,Producer dividends paid,1989175.1570720696
820,s11,r820_s11,Producer dividends paid,4909198.593958448
820,s12,r820_s12,Producer dividends paid,15653462.075340316
820,s13,r820_s13,Producer dividends paid,1041250.843612788
820,s14,r820_s14,Producer dividends paid,631852.2098114073
820,s15,r820_s15,Producer dividends paid,64428837.29962181
820,s16,r820_s16,Producer dividends paid,11837361.413479554
820,s17,r820_s17,Producer dividends paid,12895673.598305292
820,s18,r820_s18,Producer dividends paid,0.0
820,s19,r820_s19,Producer dividends paid,11550419.630641218
820,s20,r820_s20,Producer dividends paid,4504291.183681237
820,s21,r820_s21,Producer dividends paid,353005.5306126293
820,s24,r820_s24,Producer dividends paid,0.0
820,s26,r820_s26,Producer dividends paid,1950596.0237114253
820,s27,r820_s27,Producer dividends paid,1403692.7478060904
820,s77,r820_s77,Producer dividends paid,0.0
820,s88,r820_s88,Producer dividends paid,0.0
820,s99,r820_s99,Producer dividends paid,0.0
820,s01,r820_s01,Producer exports,21698342.0
820,s02,r820_s02,Producer exports,21234768.000000004
820,s03,r820_s03,Producer exports,34291375.99999999
820,s04,r820_s04,Producer exports,170505840.0
820,s05,r820_s05,Producer exports,2724069.359910605
820,s06,r820_s06,Producer exports,31787468.000000004
820,s07,r820_s07,Producer exports,0.0
820,s08,r820_s08,Producer exports,10127496.0
820,s09,r820_s09,Producer exports,68352184.00000001
820,s10,r820_s10,Producer exports,11624744.0
820,s11,r820_s11,Producer exports,52226828.0
820,s12,r820_s12,Producer exports,360857248.0
820,s13,r820_s13,Producer exports,41493828.0
820,s14,r820_s14,Producer exports,5855973.0
820,s15,r820_s15,Producer exports,3598550272.0
820,s16,r820_s16,Producer exports,502095424.0
820,s17,r820_s17,Producer exports,48566884.00000001
820,s18,r820_s18,Producer exports,3482527.5
820,s19,r820_s19,Producer exports,422084960.00000006
820,s20,r820_s20,Producer exports,93192144.0
820,s21,r820_s21,Producer exports,13569510.920724642
820,s24,r820_s24,Producer exports,3938519.75
820,s26,r820_s26,Producer exports,1158194.75
820,s27,r820_s27,Producer exports,2704246.25
820,s77,r820_s77,Producer exports,0.0
820,s88,r820_s88,Producer exports,0.0
820,s99,r820_s99,Producer exports,0.0
820,s01,r820_s01,Producer imports,25744364.00000001
820,s02,r820_s02,Producer imports,48644423.99999999
820,s03,r820_s03,Producer imports,154925184.0
820,s04,r820_s04,Producer imports,138250896.0
820,s05,r820_s05,Producer imports,13063087.759464892
820,s06,r820_s06,Producer imports,6100866.0
820,s07,r820_s07,Producer imports,0.0
820,s08,r820_s08,Producer imports,8717009.0
820,s09,r820_s09,Producer imports,33245631.99999999
820,s10,r820_s10,Producer imports,49035368.0
820,s11,r820_s11,Producer imports,41918272.0
820,s12,r820_s12,Producer imports,504712864.0000001
820,s13,r820_s13,Producer imports,19077508.0
820,s14,r820_s14,Producer imports,23879952.0
820,s15,r820_s15,Producer imports,1815341440.0
820,s16,r820_s16,Producer imports,145300319.99999997
820,s17,r820_s17,Producer imports,30009652.000000007
820,s18,r820_s18,Producer imports,9473268.999999998
820,s19,r820_s19,Producer imports,272299456.00000006
820,s20,r820_s20,Producer imports,108400312.0
820,s21,r820_s21,Producer imports,6621214.876849639
820,s24,r820_s24,Producer imports,73188511.99999999
820,s26,r820_s26,Producer imports,20983816.00000001
820,s27,r820_s27,Producer imports,17706696.0
820,s77,r820_s77,Producer imports,184131.07812499988
820,s88,r820_s88,Producer imports,337757.8125000007
820,s99,r820_s99,Producer imports,207171.0625
820,s01,r820_s01,Producer product taxes paid,4260072.465830972
820,s02,r820_s02,Producer product taxes paid,6852778.243806223
820,s03,r820_s03,Producer product taxes paid,1620210.937555742
820,s04,r820_s04,Producer product taxes paid,29337898.952719744
820,s05,r820_s05,Producer product taxes paid,7068341.908923793
820,s06,r820_s06,Producer product taxes paid,745517.4183748729
820,s07,r820_s07,Producer product taxes paid,0.0
820,s08,r820_s08,Producer product taxes paid,677674.078630023
820,s09,r820_s09,Producer product taxes paid,686689.7872448278
820,s10,r820_s10,Producer product taxes paid,2473340.6372223194
820,s11,r820_s11,Producer product taxes paid,876972.4881133019
820,s12,r820_s12,Producer product taxes paid,16176410.568211526
820,s13,r820_s13,Producer product taxes paid,1755190.2152893555
820,s14,r820_s14,Producer product taxes paid,3889269.5580506334
820,s15,r820_s15,Producer product taxes paid,26291823.98006777
820,s16,r820_s16,Producer product taxes paid,5875158.999832776
820,s17,r820_s17,Producer product taxes paid,32289922.34635545
820,s18,r820_s18,Producer product taxes paid,6102384.644377783
820,s19,r820_s19,Producer product taxes paid,29382775.312252387
820,s20,r820_s20,Producer product taxes paid,4094304.80787127
820,s21,r820_s21,Producer product taxes paid,638719.4892449806
820,s24,r820_s24,Producer product taxes paid,60216706.42751072
820,s26,r820_s26,Producer product taxes paid,26317463.199327476
820,s27,r820_s27,Producer product taxes paid,17937985.715679936
820,s77,r820_s77,Producer product taxes paid,5683911.105152337
820,s88,r820_s88,Producer product taxes paid,21348810.9907442
820,s99,r820_s99,Producer product taxes paid,6395128.414222363
820,s01,r820_s01,Producer sales to capital accumulation cell,171261.24418596146
820,s02,r820_s02,Producer sales to capital accumulation cell,4248718.18650734
820,s03,r820_s03,Producer sales to capital accumulation cell,6897303.219861086
820,s04,r820_s04,Producer sales to capital accumulation cell,15050855.093776502
820,s05,r820_s05,Producer sales to capital accumulation cell,45641931.93194891
820,s06,r820_s06,Producer sales to capital accumulation cell,271959.5607794434
820,s07,r820_s07,Producer sales to capital accumulation cell,0.0
820,s08,r820_s08,Producer sales to capital accumulation cell,3659131.217577286
820,s09,r820_s09,Producer sales to capital accumulation cell,37432709.2005884
820,s10,r820_s10,Producer sales to capital accumulation cell,564489.4559475236
820,s11,r820_s11,Producer sales to capital accumulation cell,3737440.735674038
820,s12,r820_s12,Producer sales to capital accumulation cell,1069646537.1865804
820,s13,r820_s13,Producer sales to capital accumulation cell,14870346.262558836
820,s14,r820_s14,Producer sales to capital accumulation cell,1684957.9187207306
820,s15,r820_s15,Producer sales to capital accumulation cell,295126079.5741905
820,s16,r820_s16,Producer sales to capital accumulation cell,66506855.84488619
820,s17,r820_s17,Producer sales to capital accumulation cell,46727979.40676035
820,s18,r820_s18,Producer sales to capital accumulation cell,3167928.581429964
820,s19,r820_s19,Producer sales to capital accumulation cell,14276705.163986834
820,s20,r820_s20,Producer sales to capital accumulation cell,301373129.93915635
820,s21,r820_s21,Producer sales to capital accumulation cell,249087.4887751476
820,s24,r820_s24,Producer sales to capital accumulation cell,5490349.7771542985
820,s26,r820_s26,Producer sales to capital accumulation cell,945918.9533553066
820,s27,r820_s27,Producer sales to capital accumulation cell,6417369.862620632
820,s77,r820_s77,Producer sales to capital accumulation cell,70620.15394419522
820,s88,r820_s88,Producer sales to capital accumulation cell,0.0
820,s99,r820_s99,Producer sales to capital accumulation cell,79456.72295857371
820,s01,r820_s01,Producer sales to government,6329.52294921875
820,s02,r820_s02,Producer sales to government,62748144.00000001
820,s03,r820_s03,Producer sales to government,2650415.75
820,s04,r820_s04,Producer sales to government,153166880.0
820,s05,r820_s05,Producer sales to government,662952.2500000001
820,s06,r820_s06,Producer sales to government,0.0
820,s07,r820_s07,Producer sales to government,0.0
820,s08,r820_s08,Producer sales to government,37.75466537475586
820,s09,r820_s09,Producer sales to government,15149.204101562502
820,s10,r820_s10,Producer sales to government,0.0
820,s11,r820_s11,Producer sales to government,1379194.5000000002
820,s12,r820_s12,Producer sales to government,40252608.00000001
820,s13,r820_s13,Producer sales to government,1845479.375
820,s14,r820_s14,Producer sales to government,92930712.0
820,s15,r820_s15,Producer sales to government,3653504.25
820,s16,r820_s16,Producer sales to government,3674635.25
820,s17,r820_s17,Producer sales to government,5768469.0
820,s18,r820_s18,Producer sales to government,80291007.99999999
820,s19,r820_s19,Producer sales to government,5287154.999999999
820,s20,r820_s20,Producer sales to government,11053396.0
820,s21,r820_s21,Producer sales to government,1507817.375
820,s24,r820_s24,Producer sales to government,1114571136.0
820,s26,r820_s26,Producer sales to government,702142464.0
820,s27,r820_s27,Producer sales to government,287180288.0
820,s77,r820_s77,Producer sales to government,0.0
820,s88,r820_s88,Producer sales to government,0.0
820,s99,r820_s99,Producer sales to government,0.0
825,s01,r825_s01,Producer dividends paid,231328.0983258622
825,s02,r825_s02,Producer dividends paid,278061.71616008814
825,s03,r825_s03,Producer dividends paid,720665.317528505
825,s04,r825_s04,Producer dividends paid,450491.74682376825
825,s05,r825_s05,Producer dividends paid,1091151.527694621
825,s06,r825_s06,Producer dividends paid,884026.9473936636
825,s07,r825_s07,Producer dividends paid,0.0
825,s08,r825_s08,Producer dividends paid,0.0
825,s09,r825_s09,Producer dividends paid,517.9209296709928
825,s10,r825_s10,Producer dividends paid,156892.69523692018
825,s11,r825_s11,Producer dividends paid,762689.2200819824
825,s12,r825_s12,Producer dividends paid,446708.8477036168
825,s13,r825_s13,Producer dividends paid,18918.228639149205
825,s14,r825_s14,Producer dividends paid,0.0
825,s15,r825_s15,Producer dividends paid,0.0
825,s16,r825_s16,Producer dividends paid,677010.4258056532
825,s17,r825_s17,Producer dividends paid,2447427.3596128705
825,s18,r825_s18,Producer dividends paid,0.0
825,s19,r825_s19,Producer dividends paid,1894813.2758151344
825,s20,r825_s20,Producer dividends paid,148386.88648105902
825,s21,r825_s21,Producer dividends paid,0.0
825,s24,r825_s24,Producer dividends paid,0.0
825,s26,r825_s26,Producer dividends paid,11949.67744181045
825,s27,r825_s27,Producer dividends paid,225235.82798779188
825,s77,r825_s77,Producer dividends paid,0.0
825,s88,r825_s88,Producer dividends paid,0.0
825,s99,r825_s99,Producer dividends paid,0.0
825,s01,r825_s01,Producer exports,10641284.0
825,s02,r825_s02,Producer exports,11363466.000000002
825,s03,r825_s03,Producer exports,14402062.0
825,s04,r825_s04,Producer exports,27060208.0
825,s05,r825_s05,Producer exports,137093235.98586008
825,s06,r825_s06,Producer exports,16134802.0
825,s07,r825_s07,Producer exports,0.0
825,s08,r825_s08,Producer exports,0.0
825,s09,r825_s09,Producer exports,0.0
825,s10,r825_s10,Producer exports,0.0
825,s11,r825_s11,Producer exports,28305398.0
825,s12,r825_s12,Producer exports,11926340.0
825,s13,r825_s13,Producer exports,2754953.25
825,s14,r825_s14,Producer exports,64249.26171875
825,s15,r825_s15,Producer exports,1143203.9999999998
825,s16,r825_s16,Producer exports,27258710.0
825,s17,r825_s17,Producer exports,976650.125
825,s18,r825_s18,Producer exports,878615.9999999999
825,s19,r825_s19,Producer exports,97426560.0
825,s20,r825_s20,Producer exports,3057904.25
825,s21,r825_s21,Producer exports,0.0
825,s24,r825_s24,Producer exports,99840.4296875
825,s26,r825_s26,Producer exports,56743.44140625
825,s27,r825_s27,Producer exports,312383.12500000006
825,s77,r825_s77,Producer exports,0.0
825,s88,r825_s88,Producer exports,0.0
825,s99,r825_s99,Producer exports,0.0
825,s01,r825_s01,Producer imports,2761179.4999999995
825,s02,r825_s02,Producer imports,3218373.25
825,s03,r825_s03,Producer imports,21790944.0
825,s04,r825_s04,Producer imports,11543641.0
825,s05,r825_s05,Producer imports,497704936.49023926
825,s06,r825_s06,Producer imports,3443986.000000001
825,s07,r825_s07,Producer imports,0.0
825,s08,r825_s08,Producer imports,0.0
825,s09,r825_s09,Producer imports,0.0
825,s10,r825_s10,Producer imports,0.0
825,s11,r825_s11,Producer imports,19681004.0
825,s12,r825_s12,Producer imports,14022586.000000004
825,s13,r825_s13,Producer imports,705558.8125
825,s14,r825_s14,Producer imports,399288.5
825,s15,r825_s15,Producer imports,832542.6875000002
825,s16,r825_s16,Producer imports,7694374.0
825,s17,r825_s17,Producer imports,325792.68750000006
825,s18,r825_s18,Producer imports,552345.5624999999
825,s19,r825_s19,Producer imports,25098818.0
825,s20,r825_s20,Producer imports,3556928.5
825,s21,r825_s21,Producer imports,0.0
825,s24,r825_s24,Producer imports,2232416.0000000005
825,s26,r825_s26,Producer imports,653222.5625
825,s27,r825_s27,Producer imports,2836007.0000000005
825,s77,r825_s77,Producer imports,4693.503417968756
825,s88,r825_s88,Producer imports,12509.397460937473
825,s99,r825_s99,Producer imports,4121.743164062502
825,s01,r825_s01,Producer product taxes paid,456908.7293401181
825,s02,r825_s02,Producer product taxes paid,396042.450185302
825,s03,r825_s03,Producer product taxes paid,227890.12826128228
825,s04,r825_s04,Producer product taxes paid,2329186.99517765
825,s05,r825_s05,Producer product taxes paid,4666250.718240188
825,s06,r825_s06,Producer product taxes paid,421243.8809783733
825,s07,r825_s07,Producer product taxes paid,0.0
825,s08,r825_s08,Producer product taxes paid,0.0
825,s09,r825_s09,Producer product taxes paid,0.0
825,s10,r825_s10,Producer product taxes paid,0.0
825,s11,r825_s11,Producer product taxes paid,488891.5702522841
825,s12,r825_s12,Producer product taxes paid,458280.9641445112
825,s13,r825_s13,Producer product taxes paid,55266.19472454316
825,s14,r825_s14,Producer product taxes paid,80406.01273678227
825,s15,r825_s15,Producer product taxes paid,29472.077361262927
825,s16,r825_s16,Producer product taxes paid,300337.5522416525
825,s17,r825_s17,Producer product taxes paid,231188.494086594
825,s18,r825_s18,Producer product taxes paid,334016.413894005
825,s19,r825_s19,Producer product taxes paid,3795357.7382112895
825,s20,r825_s20,Producer product taxes paid,134346.01077676806
825,s21,r825_s21,Producer product taxes paid,0.0
825,s24,r825_s24,Producer product taxes paid,1970428.1652721765
825,s26,r825_s26,Producer product taxes paid,752420.4708626075
825,s27,r825_s27,Producer product taxes paid,2531244.0305169467
825,s77,r825_s77,Producer product taxes paid,144882.95172399224
825,s88,r825_s88,Producer product taxes paid,790687.1805160134
825,s99,r825_s99,Producer product taxes paid,127233.39258055529
825,s01,r825_s01,Producer sales to capital accumulation cell,18368.41085845312
825,s02,r825_s02,Producer sales to capital accumulation cell,455031.16771377873
825,s03,r825_s03,Producer sales to capital accumulation cell,970137.504775056
825,s04,r825_s04,Producer sales to capital accumulation cell,133400.80551397277
825,s05,r825_s05,Producer sales to capital accumulation cell,2258773.680160015
825,s06,r825_s06,Producer sales to capital accumulation cell,4944318.788374145
825,s07,r825_s07,Producer sales to capital accumulation cell,0.0
825,s08,r825_s08,Producer sales to capital accumulation cell,0.0
825,s09,r825_s09,Producer sales to capital accumulation cell,0.0
825,s10,r825_s10,Producer sales to capital accumulation cell,0.0
825,s11,r825_s11,Producer sales to capital accumulation cell,1066506.001379253
825,s12,r825_s12,Producer sales to capital accumulation cell,30736030.89995989
825,s13,r825_s13,Producer sales to capital accumulation cell,523853.2892182455
825,s14,r825_s14,Producer sales to capital accumulation cell,11709.49300272428
825,s15,r825_s15,Producer sales to capital accumulation cell,22753.410454062443
825,s16,r825_s16,Producer sales to capital accumulation cell,3576647.228322428
