consumer_muni,consumer_industry,consumer_cell,flow,value
101,s01,r101_s01,Consumer adjustment for pension entitlements received,197366365.7111748
101,s02,r101_s02,Consumer adjustment for pension entitlements received,308340477.7025924
101,s03,r101_s03,Consumer adjustment for pension entitlements received,199690524.2473998
101,s04,r101_s04,Consumer adjustment for pension entitlements received,1347486676.4187107
101,s05,r101_s05,Consumer adjustment for pension entitlements received,223900554.81300727
101,s06,r101_s06,Consumer adjustment for pension entitlements received,135978235.32931757
101,s07,r101_s07,Consumer adjustment for pension entitlements received,208116104.20114136
101,s08,r101_s08,Consumer adjustment for pension entitlements received,553192960.0712852
101,s09,r101_s09,Consumer adjustment for pension entitlements received,338225583.1313987
101,s10,r101_s10,Consumer adjustment for pension entitlements received,90347259.0545616
101,s11,r101_s11,Consumer adjustment for pension entitlements received,301627990.43406343
101,s12,r101_s12,Consumer adjustment for pension entitlements received,499821878.6403538
101,s13,r101_s13,Consumer adjustment for pension entitlements received,1823877757.4476795
101,s14,r101_s14,Consumer adjustment for pension entitlements received,434209438.2377191
101,s15,r101_s15,Consumer adjustment for pension entitlements received,1038256229.082355
101,s16,r101_s16,Consumer adjustment for pension entitlements received,912413066.3519754
101,s17,r101_s17,Consumer adjustment for pension entitlements received,1299605133.5659251
101,s18,r101_s18,Consumer adjustment for pension entitlements received,725024050.0608137
101,s19,r101_s19,Consumer adjustment for pension entitlements received,56577956.46971893
101,s20,r101_s20,Consumer adjustment for pension entitlements received,73897997.8180666
101,s21,r101_s21,Consumer adjustment for pension entitlements received,180252849.2023697
101,s22,r101_s22,Consumer adjustment for pension entitlements received,-132319212.8845806
101,s23,r101_s23,Consumer adjustment for pension entitlements received,-2812957762.82121
101,s24,r101_s24,Consumer adjustment for pension entitlements received,2392507243.645277
101,s25,r101_s25,Consumer adjustment for pension entitlements received,-1887964.4430211785
101,s26,r101_s26,Consumer adjustment for pension entitlements received,1897721503.948701
101,s27,r101_s27,Consumer adjustment for pension entitlements received,1598943639.612481
101,s28,r101_s28,Consumer adjustment for pension entitlements received,72495059.06623936
101,s01,r101_s01,Consumer dividends received,31971849.41121068
101,s02,r101_s02,Consumer dividends received,29950702.92163698
101,s03,r101_s03,Consumer dividends received,13773667.40914455
101,s04,r101_s04,Consumer dividends received,226707049.476889
101,s05,r101_s05,Consumer dividends received,10013248.05776775
101,s06,r101_s06,Consumer dividends received,40069998.27831285
101,s07,r101_s07,Consumer dividends received,11950712.477017451
101,s08,r101_s08,Consumer dividends received,27993748.77220742
101,s09,r101_s09,Consumer dividends received,90794519.7700779
101,s10,r101_s10,Consumer dividends received,24378552.86127442
101,s11,r101_s11,Consumer dividends received,60510528.25198636
101,s12,r101_s12,Consumer dividends received,89869254.8601341
101,s13,r101_s13,Consumer dividends received,602504418.7216896
101,s14,r101_s14,Consumer dividends received,90188234.1600177
101,s15,r101_s15,Consumer dividends received,108982791.3674927
101,s16,r101_s16,Consumer dividends received,157229191.8409198
101,s17,r101_s17,Consumer dividends received,437999679.9754153
101,s18,r101_s18,Consumer dividends received,71285956.4685985
101,s19,r101_s19,Consumer dividends received,5865286.832952119
101,s20,r101_s20,Consumer dividends received,39178664.56841226
101,s21,r101_s21,Consumer dividends received,8857956.25424597
101,s22,r101_s22,Consumer dividends received,268991196.3603605
101,s23,r101_s23,Consumer dividends received,377390080.8887214
101,s24,r101_s24,Consumer dividends received,99865350.440494
101,s25,r101_s25,Consumer dividends received,8201341.463688
101,s26,r101_s26,Consumer dividends received,82264044.2440034
101,s27,r101_s27,Consumer dividends received,62976786.00451782
101,s28,r101_s28,Consumer dividends received,5556685.264163819
101,s01,r101_s01,Consumer gross saving,-477467559.84250927
101,s02,r101_s02,Consumer gross saving,169326653.97869778
101,s03,r101_s03,Consumer gross saving,41905309.64292908
101,s04,r101_s04,Consumer gross saving,2569756524.4694405
101,s05,r101_s05,Consumer gross saving,338624472.90006113
101,s06,r101_s06,Consumer gross saving,111818523.61629725
101,s07,r101_s07,Consumer gross saving,287177175.89961743
101,s08,r101_s08,Consumer gross saving,1104280523.636238
101,s09,r101_s09,Consumer gross saving,812111861.2123775
101,s10,r101_s10,Consumer gross saving,190984652.68912733
101,s11,r101_s11,Consumer gross saving,-9636716.061621666
101,s12,r101_s12,Consumer gross saving,518506931.6724863
101,s13,r101_s13,Consumer gross saving,3765101516.384186
101,s14,r101_s14,Consumer gross saving,418109190.5048866
101,s15,r101_s15,Consumer gross saving,1972787482.3658009
101,s16,r101_s16,Consumer gross saving,1831278153.3109648
101,s17,r101_s17,Consumer gross saving,2732117473.279978
101,s18,r101_s18,Consumer gross saving,922720388.1570176
101,s19,r101_s19,Consumer gross saving,269137656.3100492
101,s20,r101_s20,Consumer gross saving,184872869.194777
101,s21,r101_s21,Consumer gross saving,457589976.3743565
101,s22,r101_s22,Consumer gross saving,-7913537776.560214
101,s23,r101_s23,Consumer gross saving,-2924349618.2997475
101,s24,r101_s24,Consumer gross saving,2367509665.0018387
101,s25,r101_s25,Consumer gross saving,-659842396.196839
101,s26,r101_s26,Consumer gross saving,2622792298.825897
101,s27,r101_s27,Consumer gross saving,2967010273.712366
101,s28,r101_s28,Consumer gross saving,-745843711.1508675
101,s01,r101_s01,Consumer interest paid,64319472.60496229
101,s02,r101_s02,Consumer interest paid,59743200.42555949
101,s03,r101_s03,Consumer interest paid,30652523.27994201
101,s04,r101_s04,Consumer interest paid,250698313.93013507
101,s05,r101_s05,Consumer interest paid,32059693.86621296
101,s06,r101_s06,Consumer interest paid,25259976.31955337
101,s07,r101_s07,Consumer interest paid,26572418.96094681
101,s08,r101_s08,Consumer interest paid,71477228.58230071
101,s09,r101_s09,Consumer interest paid,65301158.884659365
101,s10,r101_s10,Consumer interest paid,11922280.511765016
101,s11,r101_s11,Consumer interest paid,65700002.92950465
101,s12,r101_s12,Consumer interest paid,92869512.48013689
101,s13,r101_s13,Consumer interest paid,337608622.09757686
101,s14,r101_s14,Consumer interest paid,77720400.45577866
101,s15,r101_s15,Consumer interest paid,122996845.11848556
101,s16,r101_s16,Consumer interest paid,137627030.25947046
101,s17,r101_s17,Consumer interest paid,163164877.55542764
101,s18,r101_s18,Consumer interest paid,110006357.09784377
101,s19,r101_s19,Consumer interest paid,8258989.087136882
101,s20,r101_s20,Consumer interest paid,11394690.399519725
101,s21,r101_s21,Consumer interest paid,20227961.95336782
101,s22,r101_s22,Consumer interest paid,126736505.17649692
101,s23,r101_s23,Consumer interest paid,141560431.35202357
101,s24,r101_s24,Consumer interest paid,339083142.6978237
101,s25,r101_s25,Consumer interest paid,14416634.006606605
101,s26,r101_s26,Consumer interest paid,256533073.10235757
101,s27,r101_s27,Consumer interest paid,207742550.77165985
101,s28,r101_s28,Consumer interest paid,48689411.96924465
101,s01,r101_s01,Consumer interest received,2886042.439731285
101,s02,r101_s02,Consumer interest received,5833621.056706614
101,s03,r101_s03,Consumer interest received,2120135.9855441577
101,s04,r101_s04,Consumer interest received,22401951.516295288
101,s05,r101_s05,Consumer interest received,2316981.9601316154
101,s06,r101_s06,Consumer interest received,1908991.233562968
101,s07,r101_s07,Consumer interest received,2474660.2045898736
101,s08,r101_s08,Consumer interest received,6143706.701338686
101,s09,r101_s09,Consumer interest received,5002280.485184585
101,s10,r101_s10,Consumer interest received,1393435.24385011
101,s11,r101_s11,Consumer interest received,4737150.924673685
101,s12,r101_s12,Consumer interest received,7172192.358563544
101,s13,r101_s13,Consumer interest received,34832771.29021143
101,s14,r101_s14,Consumer interest received,9296740.628709052
101,s15,r101_s15,Consumer interest received,13463006.337719364
101,s16,r101_s16,Consumer interest received,11416416.078091422
101,s17,r101_s17,Consumer interest received,26926406.742463745
101,s18,r101_s18,Consumer interest received,13656780.488629907
101,s19,r101_s19,Consumer interest received,1880119.8892360488
101,s20,r101_s20,Consumer interest received,795923.5998237142
101,s21,r101_s21,Consumer interest received,2304541.9446691456
101,s22,r101_s22,Consumer interest received,38493414.98025589
101,s23,r101_s23,Consumer interest received,134319134.20756674
101,s24,r101_s24,Consumer interest received,32333974.875988603
101,s25,r101_s25,Consumer interest received,2051925.9904506763
101,s26,r101_s26,Consumer interest received,29530814.70198942
101,s27,r101_s27,Consumer interest received,23695397.395992428
101,s28,r101_s28,Consumer interest received,2503066.264959548
101,s01,r101_s01,Consumer natural resource rents paid,14655846.259948945
101,s02,r101_s02,Consumer natural resource rents paid,8453839.816710606
101,s03,r101_s03,Consumer natural resource rents paid,6302710.491204672
101,s04,r101_s04,Consumer natural resource rents paid,27825361.345655423
101,s05,r101_s05,Consumer natural resource rents paid,3697277.189879208
101,s06,r101_s06,Consumer natural resource rents paid,3688948.283655848
101,s07,r101_s07,Consumer natural resource rents paid,2210188.842363017
101,s08,r101_s08,Consumer natural resource rents paid,5805247.637682199
101,s09,r101_s09,Consumer natural resource rents paid,6158847.565528462
101,s10,r101_s10,Consumer natural resource rents paid,1003254.6132685835
101,s11,r101_s11,Consumer natural resource rents paid,9136810.127026929
101,s12,r101_s12,Consumer natural resource rents paid,11018385.76021546
101,s13,r101_s13,Consumer natural resource rents paid,28604492.6641851
101,s14,r101_s14,Consumer natural resource rents paid,10892694.99357188
101,s15,r101_s15,Consumer natural resource rents paid,11618067.008298082
101,s16,r101_s16,Consumer natural resource rents paid,12295737.105563167
101,s17,r101_s17,Consumer natural resource rents paid,12914347.68597163
101,s18,r101_s18,Consumer natural resource rents paid,11417416.085644174
101,s19,r101_s19,Consumer natural resource rents paid,673127.0575062322
101,s20,r101_s20,Consumer natural resource rents paid,1215263.1353178
101,s21,r101_s21,Consumer natural resource rents paid,1590821.0886621266
101,s22,r101_s22,Consumer natural resource rents paid,36099751.09190641
101,s23,r101_s23,Consumer natural resource rents paid,41175840.84839128
101,s24,r101_s24,Consumer natural resource rents paid,39778856.1227477
101,s25,r101_s25,Consumer natural resource rents paid,7121214.820973002
101,s26,r101_s26,Consumer natural resource rents paid,26783490.89444373
101,s27,r101_s27,Consumer natural resource rents paid,18809698.945526358
101,s28,r101_s28,Consumer natural resource rents paid,18222132.470133714
101,s01,r101_s01,Consumer natural resource rents received,14655846.259948945
101,s02,r101_s02,Consumer natural resource rents received,8453839.816710606
101,s03,r101_s03,Consumer natural resource rents received,6302710.491204672
101,s04,r101_s04,Consumer natural resource rents received,27825361.345655423
101,s05,r101_s05,Consumer natural resource rents received,3697277.189879208
101,s06,r101_s06,Consumer natural resource rents received,3688948.283655848
101,s07,r101_s07,Consumer natural resource rents received,2210188.842363017
101,s08,r101_s08,Consumer natural resource rents received,5805247.637682199
101,s09,r101_s09,Consumer natural resource rents received,6158847.565528462
101,s10,r101_s10,Consumer natural resource rents received,1003254.6132685835
101,s11,r101_s11,Consumer natural resource rents received,9136810.127026929
101,s12,r101_s12,Consumer natural resource rents received,11018385.76021546
101,s13,r101_s13,Consumer natural resource rents received,28604492.6641851
101,s14,r101_s14,Consumer natural resource rents received,10892694.99357188
101,s15,r101_s15,Consumer natural resource rents received,11618067.008298082
101,s16,r101_s16,Consumer natural resource rents received,12295737.105563167
101,s17,r101_s17,Consumer natural resource rents received,12914347.68597163
101,s18,r101_s18,Consumer natural resource rents received,11417416.085644174
101,s19,r101_s19,Consumer natural resource rents received,673127.0575062322
101,s20,r101_s20,Consumer natural resource rents received,1215263.1353178
101,s21,r101_s21,Consumer natural resource rents received,1590821.0886621266
101,s22,r101_s22,Consumer natural resource rents received,36099751.09190641
101,s23,r101_s23,Consumer natural resource rents received,41175840.84839128
101,s24,r101_s24,Consumer natural resource rents received,39778856.1227477
101,s25,r101_s25,Consumer natural resource rents received,7121214.820973002
101,s26,r101_s26,Consumer natural resource rents received,26783490.89444373
101,s27,r101_s27,Consumer natural resource rents received,18809698.94552636
101,s28,r101_s28,Consumer natural resource rents received,18222132.470133714
101,s01,r101_s01,Consumer non-product taxes paid,1342172066.4419758
101,s02,r101_s02,Consumer non-product taxes paid,1152100550.183576
101,s03,r101_s03,Consumer non-product taxes paid,650723359.9547724
101,s04,r101_s04,Consumer non-product taxes paid,5164574530.905535
101,s05,r101_s05,Consumer non-product taxes paid,697701025.7950627
101,s06,r101_s06,Consumer non-product taxes paid,523333674.46802425
101,s07,r101_s07,Consumer non-product taxes paid,548544815.9760245
101,s08,r101_s08,Consumer non-product taxes paid,1602498253.5941465
101,s09,r101_s09,Consumer non-product taxes paid,1526281043.7597656
101,s10,r101_s10,Consumer non-product taxes paid,289745426.76424783
101,s11,r101_s11,Consumer non-product taxes paid,1258935608.8469667
101,s12,r101_s12,Consumer non-product taxes paid,1813094866.453938
101,s13,r101_s13,Consumer non-product taxes paid,7205302094.386039
101,s14,r101_s14,Consumer non-product taxes paid,1605583332.744947
101,s15,r101_s15,Consumer non-product taxes paid,2966841150.205664
101,s16,r101_s16,Consumer non-product taxes paid,3206218178.542411
101,s17,r101_s17,Consumer non-product taxes paid,4453247136.805866
101,s18,r101_s18,Consumer non-product taxes paid,2129535520.106516
101,s19,r101_s19,Consumer non-product taxes paid,286918169.24185115
101,s20,r101_s20,Consumer non-product taxes paid,335168804.9888174
101,s21,r101_s21,Consumer non-product taxes paid,538757660.7665355
101,s22,r101_s22,Consumer non-product taxes paid,1873655276.9112127
101,s23,r101_s23,Consumer non-product taxes paid,4021837169.900372
101,s24,r101_s24,Consumer non-product taxes paid,6715534929.298068
101,s25,r101_s25,Consumer non-product taxes paid,139539525.483272
101,s26,r101_s26,Consumer non-product taxes paid,4813124987.965127
101,s27,r101_s27,Consumer non-product taxes paid,4076912447.45222
101,s28,r101_s28,Consumer non-product taxes paid,852243888.6027398
101,s01,r101_s01,Consumer other transfers paid,190845347.24495056
101,s02,r101_s02,Consumer other transfers paid,110084123.88867693
101,s03,r101_s03,Consumer other transfers paid,82072570.28656116
101,s04,r101_s04,Consumer other transfers paid,362336002.5781183
101,s05,r101_s05,Consumer other transfers paid,48145165.870890245
101,s06,r101_s06,Consumer other transfers paid,48036708.60597525
101,s07,r101_s07,Consumer other transfers paid,28780614.207887143
101,s08,r101_s08,Consumer other transfers paid,75594713.64573397
101,s09,r101_s09,Consumer other transfers paid,80199217.5289399
101,s10,r101_s10,Consumer other transfers paid,13064170.546574436
101,s11,r101_s11,Consumer other transfers paid,118977619.61169995
101,s12,r101_s12,Consumer other transfers paid,143479101.73112884
101,s13,r101_s13,Consumer other transfers paid,372481686.72332543
101,s14,r101_s14,Consumer other transfers paid,141842383.00604674
101,s15,r101_s15,Consumer other transfers paid,151288024.80501452
101,s16,r101_s16,Consumer other transfers paid,160112502.26855958
101,s17,r101_s17,Consumer other transfers paid,168167919.12634316
101,s18,r101_s18,Consumer other transfers paid,148675190.6956967
101,s19,r101_s19,Consumer other transfers paid,8765318.955399819
101,s20,r101_s20,Consumer other transfers paid,15824900.92622786
101,s21,r101_s21,Consumer other transfers paid,20715337.598756783
101,s22,r101_s22,Consumer other transfers paid,470083365.3952455
101,s23,r101_s23,Consumer other transfers paid,536183138.4851083
101,s24,r101_s24,Consumer other transfers paid,517991897.2334978
101,s25,r101_s25,Consumer other transfers paid,92730961.50229052
101,s26,r101_s26,Consumer other transfers paid,348768984.7124185
101,s27,r101_s27,Consumer other transfers paid,244935943.1835072
101,s28,r101_s28,Consumer other transfers paid,237284776.13131616
101,s01,r101_s01,Consumer other transfers received,166975308.27537453
101,s02,r101_s02,Consumer other transfers received,96315319.12037347
101,s03,r101_s03,Consumer other transfers received,71807318.97519007
101,s04,r101_s04,Consumer other transfers received,317016718.5271994
101,s05,r101_s05,Consumer other transfers received,42123394.82891197
101,s06,r101_s06,Consumer other transfers received,42028502.8888919
101,s07,r101_s07,Consumer other transfers received,25180870.26532865
101,s08,r101_s08,Consumer other transfers received,66139682.19399137
101,s09,r101_s09,Consumer other transfers received,70168276.37484342
101,s10,r101_s10,Consumer other transfers received,11430165.502419244
101,s11,r101_s11,Consumer other transfers received,104096458.20201916
101,s12,r101_s12,Consumer other transfers received,125533410.10655303
101,s13,r101_s13,Consumer other transfers received,325893428.18906146
101,s14,r101_s14,Consumer other transfers received,124101404.46625018
101,s15,r101_s15,Consumer other transfers received,132365629.78799804
101,s16,r101_s16,Consumer other transfers received,140086383.08964112
101,s17,r101_s17,Consumer other transfers received,147134266.2711439
101,s18,r101_s18,Consumer other transfers received,130079596.68751456
101,s19,r101_s19,Consumer other transfers received,7668994.061623029
101,s20,r101_s20,Consumer other transfers received,13845596.702930626
101,s21,r101_s21,Consumer other transfers received,18124360.54383621
101,s22,r101_s22,Consumer other transfers received,411287547.66697466
101,s23,r101_s23,Consumer other transfers received,469119871.8391062
101,s24,r101_s24,Consumer other transfers received,453203905.5357675
101,s25,r101_s25,Consumer other transfers received,81132608.71716236
101,s26,r101_s26,Consumer other transfers received,305146599.4847094
101,s27,r101_s27,Consumer other transfers received,214300506.72546548
101,s28,r101_s28,Consumer other transfers received,207606311.6840381
101,s01,r101_s01,Consumer pension investment income,56447590.242647074
101,s02,r101_s02,Consumer pension investment income,110854951.32828784
101,s03,r101_s03,Consumer pension investment income,59095928.28298613
101,s04,r101_s04,Consumer pension investment income,504532009.3909035
101,s05,r101_s05,Consumer pension investment income,90201954.29523893
101,s06,r101_s06,Consumer pension investment income,45662157.84373897
101,s07,r101_s07,Consumer pension investment income,95075418.27619544
101,s08,r101_s08,Consumer pension investment income,202636773.7800896
101,s09,r101_s09,Consumer pension investment income,111565296.00494578
101,s10,r101_s10,Consumer pension investment income,35499382.722163625
101,s11,r101_s11,Consumer pension investment income,109684964.08173844
101,s12,r101_s12,Consumer pension investment income,188857712.15265924
101,s13,r101_s13,Consumer pension investment income,691178022.4698415
101,s14,r101_s14,Consumer pension investment income,163894368.49652064
101,s15,r101_s15,Consumer pension investment income,368305336.78058094
101,s16,r101_s16,Consumer pension investment income,326336883.22242165
101,s17,r101_s17,Consumer pension investment income,527324790.7597127
101,s18,r101_s18,Consumer pension investment income,315583429.8494923
101,s19,r101_s19,Consumer pension investment income,18129703.47832163
101,s20,r101_s20,Consumer pension investment income,27006462.56504013
101,s21,r101_s21,Consumer pension investment income,56255520.47448409
101,s22,r101_s22,Consumer pension investment income,123592011.04130404
101,s23,r101_s23,Consumer pension investment income,113697389.04623458
101,s24,r101_s24,Consumer pension investment income,942442858.8257045
101,s25,r101_s25,Consumer pension investment income,1139460.5102463036
101,s26,r101_s26,Consumer pension investment income,758064142.4387051
101,s27,r101_s27,Consumer pension investment income,577414098.0984721
101,s28,r101_s28,Consumer pension investment income,12761724.392640011
101,s01,r101_s01,Consumer product taxes paid (predicted),568214382.869876
101,s02,r101_s02,Consumer product taxes paid (predicted),563008343.185246
101,s03,r101_s03,Consumer product taxes paid (predicted),569229424.6708965
101,s04,r101_s04,Consumer product taxes paid (predicted),662525987.5790598
101,s05,r101_s05,Consumer product taxes paid (predicted),574376013.3035495
101,s06,r101_s06,Consumer product taxes paid (predicted),554906913.0720444
101,s07,r101_s07,Consumer product taxes paid (predicted),549055635.6018593
101,s08,r101_s08,Consumer product taxes paid (predicted),560167639.0095843
101,s09,r101_s09,Consumer product taxes paid (predicted),557137154.936681
101,s10,r101_s10,Consumer product taxes paid (predicted),552756260.12022
101,s11,r101_s11,Consumer product taxes paid (predicted),571127499.3877332
101,s12,r101_s12,Consumer product taxes paid (predicted),631543907.7589066
101,s13,r101_s13,Consumer product taxes paid (predicted),627234997.7333964
101,s14,r101_s14,Consumer product taxes paid (predicted),584372537.8671657
101,s15,r101_s15,Consumer product taxes paid (predicted),680701224.9680904
101,s16,r101_s16,Consumer product taxes paid (predicted),628219335.4017638
101,s17,r101_s17,Consumer product taxes paid (predicted),600485444.0867127
101,s18,r101_s18,Consumer product taxes paid (predicted),572470793.1045699
101,s19,r101_s19,Consumer product taxes paid (predicted),566267702.8595898
101,s20,r101_s20,Consumer product taxes paid (predicted),554488480.8941107
101,s21,r101_s21,Consumer product taxes paid (predicted),546565564.0289911
101,s22,r101_s22,Consumer product taxes paid (predicted),701741485.0892637
101,s23,r101_s23,Consumer product taxes paid (predicted),879679478.7984477
101,s24,r101_s24,Consumer product taxes paid (predicted),741749277.1096721
101,s25,r101_s25,Consumer product taxes paid (predicted),554568889.5243723
101,s26,r101_s26,Consumer product taxes paid (predicted),642761366.6275291
101,s27,r101_s27,Consumer product taxes paid (predicted),612412344.9795699
101,s28,r101_s28,Consumer product taxes paid (predicted),583443991.4311006
101,s01,r101_s01,Consumer social benefits received,686263860.9238085
101,s02,r101_s02,Consumer social benefits received,462517559.1043916
101,s03,r101_s03,Consumer social benefits received,334232709.8138018
101,s04,r101_s04,Consumer social benefits received,1127966541.1097014
101,s05,r101_s05,Consumer social benefits received,117851633.85263914
101,s06,r101_s06,Consumer social benefits received,165498896.55568573
101,s07,r101_s07,Consumer social benefits received,51009139.14180789
101,s08,r101_s08,Consumer social benefits received,181897240.37456995
101,s09,r101_s09,Consumer social benefits received,165082344.69582888
101,s10,r101_s10,Consumer social benefits received,26875118.156956747
101,s11,r101_s11,Consumer social benefits received,466318215.5717017
101,s12,r101_s12,Consumer social benefits received,373901456.6178292
101,s13,r101_s13,Consumer social benefits received,996615666.0506276
101,s14,r101_s14,Consumer social benefits received,598420054.8559953
101,s15,r101_s15,Consumer social benefits received,325796336.1999122
101,s16,r101_s16,Consumer social benefits received,389254381.5727231
101,s17,r101_s17,Consumer social benefits received,528200953.0894858
101,s18,r101_s18,Consumer social benefits received,667380164.1676005
101,s19,r101_s19,Consumer social benefits received,29308752.542642787
101,s20,r101_s20,Consumer social benefits received,33181337.99423797
101,s21,r101_s21,Consumer social benefits received,33717464.592968255
101,s22,r101_s22,Consumer social benefits received,4253453561.144062
101,s23,r101_s23,Consumer social benefits received,12693358801.865952
101,s24,r101_s24,Consumer social benefits received,1991256390.886116
101,s25,r101_s25,Consumer social benefits received,876338566.0116313
101,s26,r101_s26,Consumer social benefits received,1333188207.0887928
101,s27,r101_s27,Consumer social benefits received,761119907.2292503
101,s28,r101_s28,Consumer social benefits received,3786242466.947114
101,s01,r101_s01,Consumer social contributions paid,254802581.18173012
101,s02,r101_s02,Consumer social contributions paid,371611063.6763173
101,s03,r101_s03,Consumer social contributions paid,231160291.73032227
101,s04,r101_s04,Consumer social contributions paid,1597841782.1306038
101,s05,r101_s05,Consumer social contributions paid,260099138.74650303
101,s06,r101_s06,Consumer social contributions paid,167526014.9380801
101,s07,r101_s07,Consumer social contributions paid,233874239.0420146
101,s08,r101_s08,Consumer social contributions paid,611097902.3694587
101,s09,r101_s09,Consumer social contributions paid,380684438.4265732
101,s10,r101_s10,Consumer social contributions paid,100914992.66308238
101,s11,r101_s11,Consumer social contributions paid,378019496.1098822
101,s12,r101_s12,Consumer social contributions paid,593739634.2198411
101,s13,r101_s13,Consumer social contributions paid,2109434108.6404335
101,s14,r101_s14,Consumer social contributions paid,519926505.26595
101,s15,r101_s15,Consumer social contributions paid,1149600500.0906456
101,s16,r101_s16,Consumer social contributions paid,1033347973.6385244
101,s17,r101_s17,Consumer social contributions paid,1484820127.9677148
101,s18,r101_s18,Consumer social contributions paid,877342641.8839235
101,s19,r101_s19,Consumer social contributions paid,65529773.82234946
101,s20,r101_s20,Consumer social contributions paid,85394991.77786939
101,s21,r101_s21,Consumer social contributions paid,191430055.545992
101,s22,r101_s22,Consumer social contributions paid,283845518.06745374
101,s23,r101_s23,Consumer social contributions paid,107856401.40270866
101,s24,r101_s24,Consumer social contributions paid,2824368440.984368
101,s25,r101_s25,Consumer social contributions paid,6501417.001837885
101,s26,r101_s26,Consumer social contributions paid,2254078477.7926145
101,s27,r101_s27,Consumer social contributions paid,1803232770.6288264
101,s28,r101_s28,Consumer social contributions paid,146148183.4973174
101,s01,r101_s01,Surplus of owner-occupied housing to consumers,61335752.0
101,s02,r101_s02,Surplus of owner-occupied housing to consumers,91530168.0
101,s03,r101_s03,Surplus of owner-occupied housing to consumers,33324912.0
101,s04,r101_s04,Surplus of owner-occupied housing to consumers,391184672.0
101,s05,r101_s05,Surplus of owner-occupied housing to consumers,45315652.0
101,s06,r101_s06,Surplus of owner-occupied housing to consumers,35182096.0
101,s07,r101_s07,Surplus of owner-occupied housing to consumers,42569508.0
101,s08,r101_s08,Surplus of owner-occupied housing to consumers,121326232.0
101,s09,r101_s09,Surplus of owner-occupied housing to consumers,113770432.0
101,s10,r101_s10,Surplus of owner-occupied housing to consumers,24163806.0
101,s11,r101_s11,Surplus of owner-occupied housing to consumers,93299648.0
101,s12,r101_s12,Surplus of owner-occupied housing to consumers,131257560.0
101,s13,r101_s13,Surplus of owner-occupied housing to consumers,656816384.0
101,s14,r101_s14,Surplus of owner-occupied housing to consumers,101431368.0
101,s15,r101_s15,Surplus of owner-occupied housing to consumers,242686192.0
101,s16,r101_s16,Surplus of owner-occupied housing to consumers,256245968.0
101,s17,r101_s17,Surplus of owner-occupied housing to consumers,352021600.0
101,s18,r101_s18,Surplus of owner-occupied housing to consumers,207117824.0
101,s19,r101_s19,Surplus of owner-occupied housing to consumers,18701766.0
101,s20,r101_s20,Surplus of owner-occupied housing to consumers,19193258.0
101,s21,r101_s21,Surplus of owner-occupied housing to consumers,43326960.0
101,s22,r101_s22,Surplus of owner-occupied housing to consumers,283147744.0
101,s23,r101_s23,Surplus of owner-occupied housing to consumers,831351936.0
101,s24,r101_s24,Surplus of owner-occupied housing to consumers,490541472.0
101,s25,r101_s25,Surplus of owner-occupied housing to consumers,17321094.0
101,s26,r101_s26,Surplus of owner-occupied housing to consumers,443407584.0
101,s27,r101_s27,Surplus of owner-occupied housing to consumers,366451520.0
101,s28,r101_s28,Surplus of owner-occupied housing to consumers,39472508.0
147,s01,r147_s01,Consumer adjustment for pension entitlements received,26385670.745361328
147,s02,r147_s02,Consumer adjustment for pension entitlements received,54881889.04647064
147,s03,r147_s03,Consumer adjustment for pension entitlements received,27989227.00914001
147,s04,r147_s04,Consumer adjustment for pension entitlements received,279230679.862319
147,s05,r147_s05,Consumer adjustment for pension entitlements received,30771307.296455383
147,s06,r147_s06,Consumer adjustment for pension entitlements received,22311502.38879013
147,s07,r147_s07,Consumer adjustment for pension entitlements received,31394588.23059082
147,s08,r147_s08,Consumer adjustment for pension entitlements received,119618259.91526556
147,s09,r147_s09,Consumer adjustment for pension entitlements received,71951512.4951067
147,s10,r147_s10,Consumer adjustment for pension entitlements received,18017907.43005371
147,s11,r147_s11,Consumer adjustment for pension entitlements received,59217345.54222298
147,s12,r147_s12,Consumer adjustment for pension entitlements received,64083704.77576065
147,s13,r147_s13,Consumer adjustment for pension entitlements received,417186652.679404
147,s14,r147_s14,Consumer adjustment for pension entitlements received,68003922.32667923
147,s15,r147_s15,Consumer adjustment for pension entitlements received,229820594.2941513
147,s16,r147_s16,Consumer adjustment for pension entitlements received,200526219.38871
147,s17,r147_s17,Consumer adjustment for pension entitlements received,356327376.842392
147,s18,r147_s18,Consumer adjustment for pension entitlements received,134857335.6281929
147,s19,r147_s19,Consumer adjustment for pension entitlements received,10381860.856939316
147,s20,r147_s20,Consumer adjustment for pension entitlements received,12940611.766571045
147,s21,r147_s21,Consumer adjustment for pension entitlements received,32256560.08581543
147,s22,r147_s22,Consumer adjustment for pension entitlements received,-37166759.59050465
147,s23,r147_s23,Consumer adjustment for pension entitlements received,-1137277259.524582
147,s24,r147_s24,Consumer adjustment for pension entitlements received,401699525.20279217
147,s25,r147_s25,Consumer adjustment for pension entitlements received,-350837.0531387329
147,s26,r147_s26,Consumer adjustment for pension entitlements received,318913397.3765979
147,s27,r147_s27,Consumer adjustment for pension entitlements received,326897279.33911514
147,s28,r147_s28,Consumer adjustment for pension entitlements received,7041599.936000824
147,s01,r147_s01,Consumer dividends received,11240450.11524858
147,s02,r147_s02,Consumer dividends received,6578362.384824817
147,s03,r147_s03,Consumer dividends received,5640833.36565904
147,s04,r147_s04,Consumer dividends received,67487111.10665894
